,item_id,amount,currency,location,Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,İpoteka,Təmir,Torpaq sahəsi,Binanın növü
183,5184562,279000,AZN,"['Qara Qarayev m.', 'Nizami r.']",Yeni tikili,7 / 16,110 m²,3.0,var,,var,,
184,4949289,99000,AZN,"['Abşeron r.', 'Masazır q.']",Yeni tikili,2 / 6,82 m²,3.0,var,var,var,,
185,4863926,650000,AZN,"['Suraxanı r.', 'Qaraçuxur q.']",Həyət evi/Bağ evi,,450 m²,6.0,var,,var,5 sot,
186,5143704,124000,AZN,"['Memar Əcəmi m.', 'Nəsimi r.', '3-cü mikrorayon q.']",Köhnə tikili,3 / 5,55 m²,2.0,var,var,var,,
187,5237153,500,AZN,"['Sabunçu r.', 'Pirşağı q.']",Həyət evi/Bağ evi,,150 m²,3.0,,,var,8 sot,
188,5170336,500000,AZN,"['Həzi Aslanov m.', 'Xətai r.', 'Həzi Aslanov q.']",Obyekt,,200 m²,,var,,var,,
189,5192673,120000,AZN,"['Suraxanı r.', 'Hövsan q.']",Həyət evi/Bağ evi,,125 m²,3.0,var,var,var,3 sot,
190,4864614,1035000,AZN,"['Ağ şəhər', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,8 / 20,225 m²,4.0,var,var,yoxdur,,
191,5032629,145000,AZN,"['Ayna Sultanova heykəli', 'Azadlıq Prospekti m.', 'Binəqədi r.', '8-ci mikrorayon q.']",Yeni tikili,16 / 18,52 m²,2.0,var,var,var,,
192,5236191,307000,AZN,"['Nəriman Nərimanov m.', 'Nəriman Nərimanov parkı', 'Nərimanov r.']",Yeni tikili,13 / 15,130 m²,3.0,var,var,var,,
193,5235611,1800,AZN,"['Elmlər Akademiyası m.', 'Yasamal r.']",Yeni tikili,5 / 18,100 m²,3.0,,,var,,
194,5237361,225000,AZN,"['Zabitlər parkı', 'Sirk', 'Nizami m.', 'Nəsimi r.', 'Kubinka q.']",Yeni tikili,16 / 17,86 m²,2.0,var,var,var,,
195,5234081,350000,AZN,"['Memar Əcəmi m.', 'Binəqədi r.', 'Xutor q.']",Yeni tikili,7 / 13,174 m²,4.0,var,,var,,
196,4775056,16000,AZN,"['Neapol dairəsi', 'Əhmədli m.', 'Xəzər r.']",Obyekt,,1500 m²,,,,yoxdur,,
197,5216490,109000,AZN,[],Həyət evi/Bağ evi,,110 m²,4.0,var,,var,1.2 sot,
198,5194068,69000,AZN,"['Abşeron r.', 'Masazır q.']",Yeni tikili,7 / 10,41 m²,2.0,var,var,var,,
199,5223270,420000,AZN,"['Tibb Universiteti', 'Nəsimi r.']",Yeni tikili,3 / 16,182 m²,4.0,var,var,var,,
200,5202331,210000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,130 m²,4.0,var,var,var,3 sot,
201,5168513,317000,AZN,"['Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,2 / 17,150 m²,3.0,var,var,var,,
202,4816683,675000,AZN,"['Ağ şəhər', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,6 / 20,185 m²,4.0,var,var,yoxdur,,
203,5229884,460000,AZN,"['Səbail r.', 'Badamdar q.']",Həyət evi/Bağ evi,,235 m²,7.0,var,var,var,2.5 sot,
204,5005303,138000,AZN,[],Yeni tikili,6 / 14,95 m²,4.0,var,,var,,
205,5089818,197000,AZN,"['Texniki Universiteti', 'Hüseyn Cavid parkı', 'Space TV', 'Elmlər Akademiyası m.', 'Yasamal r.']",Köhnə tikili,5 / 5,60 m²,2.0,var,,var,,
206,5195303,265000,AZN,"['Azadlıq Prospekti m.', 'Binəqədi r.']",Yeni tikili,4 / 16,129.4 m²,3.0,var,var,yoxdur,,
207,5236324,700,AZN,"['Səbail r.', 'Bibiheybət q.']",Yeni tikili,2 / 15,74 m²,2.0,,,var,,
208,3740372,341550,AZN,"['Montin bazarı', 'Rəssamlıq Akademiyası', 'Nərimanov r.']",Yeni tikili,5 / 14,126.5 m²,3.0,yoxdur,,yoxdur,,
209,4850878,275000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,150 m²,4.0,var,,var,4.5 sot,
210,5237970,500,AZN,"['Neftçilər m.', 'Qara Qarayev m.', 'Nizami r.']",Köhnə tikili,2 / 5,60 m²,2.0,,,var,,
211,2401160,60,AZN,"['Fəvvarələr meydanı', 'Azərbaycan kinoteatrı', 'Mərkəzi Univermaq', 'M.Ə.Sabir parkı', 'Xalça Muzeyi', 'Sahil m.', 'İçəri Şəhər m.', 'Səbail r.']",Köhnə tikili,4 / 4,36 m²,2.0,,,var,,
212,5041292,155000,AZN,"['Neftçilər m.', 'Nizami r.']",Yeni tikili,9 / 16,60 m²,2.0,var,,var,,
213,5143510,385000,AZN,"['Bakı Slavyan Universiteti', 'Azərbaycan Dillər Universiteti', '28 May m.', 'Nəsimi r.']",Yeni tikili,10 / 16,170 m²,3.0,var,var,var,,
214,5220784,385000,AZN,"['Xalqlar Dostluğu m.', 'Nizami r.', '8-ci kilometr q.']",Köhnə tikili,15 / 17,142 m²,3.0,var,var,var,,
215,5089016,175000,AZN,['Yasamal r.'],Yeni tikili,19 / 21,170 m²,3.0,yoxdur,,yoxdur,,
216,5236746,475000,AZN,"['Xəzər r.', 'Şüvəlan q.']",Həyət evi/Bağ evi,,200 m²,4.0,var,var,var,6.5 sot,
217,4883757,270000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,12 / 16,105 m²,2.0,var,var,var,,
218,5077832,1200000,AZN,[],Torpaq,,13800 sot,,var,,,,
219,5166395,255000,AZN,"['Nəsimi m.', 'Binəqədi r.', '9-cu mikrorayon q.']",Yeni tikili,12 / 17,112 m²,2.0,var,var,var,,
220,5115718,230000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,130 m²,4.0,var,var,var,4 sot,
221,5137743,288000,AZN,"['Grand Hayat Residence', '8 Noyabr m.', 'Nəsimi r.']",Yeni tikili,26 / 27,107 m²,3.0,var,,yoxdur,,
222,5237032,85000,AZN,[],Yeni tikili,2 / 14,67 m²,2.0,var,var,yoxdur,,
223,5106610,230000,AZN,"['Şərq bazarı', '28 May m.', 'Nərimanov r.']",Yeni tikili,14 / 16,70 m²,2.0,yoxdur,,var,,
224,3818913,418200,AZN,"['Nəsimi bazarı', 'Koala parkı', 'Park Zorge', 'Dostluq kinoteatrı', 'Nəsimi r.']",Yeni tikili,15 / 16,123 m²,3.0,var,var,yoxdur,,
225,3818904,333540,AZN,"['Nəsimi bazarı', 'Koala parkı', 'Park Zorge', 'Dostluq kinoteatrı', 'Nəsimi r.']",Yeni tikili,15 / 16,98.1 m²,2.0,var,var,yoxdur,,
226,5185403,167000,AZN,"['Həzi Aslanov m.', 'Xətai r.']",Yeni tikili,12 / 14,95 m²,3.0,var,var,var,,
227,5097854,265000,AZN,"['Səbail r.', 'Badamdar q.']",Yeni tikili,4 / 18,100 m²,3.0,var,var,var,,
228,5121314,136000,AZN,[],Yeni tikili,2 / 14,86 m²,3.0,var,,var,,
229,5234767,600,AZN,"['Nəsimi m.', 'Binəqədi r.', '6-cı mikrorayon q.']",Köhnə tikili,6 / 9,100 m²,3.0,,,var,,
230,5235751,1000,AZN,"['M.Hüseynzadə parkı', 'Sevil Qazıyeva parkı', 'İzmir parkı', 'Nizami m.', 'Yasamal r.']",Yeni tikili,15 / 18,90 m²,3.0,,,var,,
231,5115158,42000,AZN,"['Abşeron r.', 'Novxanı q.']",Torpaq,,3 sot,,var,var,,,
232,5192679,125000,AZN,"['Suraxanı r.', 'Hövsan q.']",Həyət evi/Bağ evi,,140 m²,5.0,var,var,var,3 sot,
233,5075338,117000,AZN,"['Memar Əcəmi m.', 'Nəsimi r.', '4-cü mikrorayon q.']",Köhnə tikili,3 / 5,55 m²,2.0,var,var,var,,
234,5236773,60000,AZN,[],Həyət evi/Bağ evi,,150 m²,4.0,yoxdur,,var,27.5 sot,
235,5221662,105000,AZN,"['Suraxanı r.', 'Qaraçuxur q.']",Həyət evi/Bağ evi,,150 m²,4.0,var,var,var,2 sot,
236,5237766,47500,AZN,"['Sabunçu r.', 'Ramana q.']",Həyət evi/Bağ evi,,80 m²,3.0,yoxdur,,var,2 sot,
237,5092818,132000,AZN,"['Şərq bazarı', '28 May m.', 'Nərimanov r.']",Yeni tikili,2 / 15,58 m²,2.0,yoxdur,,yoxdur,,
238,5186943,151000,AZN,"['Memar Əcəmi m.', 'Nəsimi r.']",Köhnə tikili,8 / 9,65 m²,2.0,var,var,var,,
239,4781013,385000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,190 m²,4.0,var,var,var,6 sot,
240,5176461,245000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,170 m²,4.0,var,,var,4 sot,
241,4994890,2300,AZN,"['Ağ şəhər', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,3 / 7,85 m²,2.0,,,var,,
242,5139797,3000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,250 m²,4.0,,,var,7 sot,
243,5237587,1800,AZN,"['Elmlər Akademiyası m.', 'Hüseyn Cavid parkı', 'Yasamal r.']",Yeni tikili,5 / 16,90 m²,3.0,,,var,,
244,5076287,165000,AZN,"['Grand Hayat Residence', 'Bakı Asiya Universiteti', '8 Noyabr m.', 'Nəsimi r.']",Yeni tikili,14 / 19,70 m²,3.0,var,var,var,,
245,5236817,700,AZN,"['Əhmədli m.', 'Xətai r.']",Yeni tikili,14 / 14,125 m²,3.0,,,var,,
246,4992448,120000,AZN,[],Köhnə tikili,3 / 9,100 m²,4.0,var,,var,,
247,5236230,110000,AZN,"['Suraxanı r.', 'Qaraçuxur q.']",Yeni tikili,16 / 17,57 m²,3.0,var,,var,,
248,5156534,260000,AZN,"['Zərifə Əliyeva adına park', 'Nəsimi m.', 'Binəqədi r.', '9-cu mikrorayon q.']",Yeni tikili,10 / 18,110 m²,3.0,var,var,var,,
249,5235926,98000,AZN,"['Memar Əcəmi m.', 'Nəsimi r.', '2-ci mikrorayon q.']",Köhnə tikili,2 / 5,53 m²,2.0,var,,var,,
250,5210533,145000,AZN,"['Sea Breeze', 'Sabunçu r.', 'Nardaran q.']",Yeni tikili,2 / 4,45 m²,1.0,var,var,var,,
251,4986257,180000,AZN,"['Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,14 / 15,94 m²,3.0,var,,var,,
252,5106511,300,AZN,"['Sabunçu r.', 'Nardaran q.']",Yeni tikili,2 / 5,50 m²,1.0,,,var,,
253,5167078,795000,AZN,"['Azərbaycan Dövlət Neft və Sənaye Universiteti', '28 May m.', 'Səməd Vurğun parkı', 'Bakı Musiqi Akademiyası', 'Sahil m.', 'Nəsimi r.']",Yeni tikili,8 / 17,210 m²,5.0,var,var,var,,
254,5234319,286000,AZN,"['Cavanşir körpüsü', 'Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,12 / 18,115 m²,3.0,var,var,var,,
255,5237164,210000,AZN,"['Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,10 / 18,81 m²,2.0,var,,var,,
256,4850993,200000,AZN,"['Həzi Aslanov m.', 'Ukrayna dairəsi', 'Xətai r.', 'Əhmədli q.']",Yeni tikili,13 / 17,88 m²,2.0,var,var,var,,
257,5236062,459000,AZN,"['Bayıl parkı', 'Səbail r.', 'Bayıl q.']",Yeni tikili,12 / 18,153 m²,3.0,var,var,yoxdur,,
258,5236662,215000,AZN,"['Tibb Universiteti', 'Nəsimi r.']",Yeni tikili,11 / 12,57 m²,2.0,var,,var,,
259,5150219,355000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,170 m²,4.0,var,var,var,3 sot,
260,4802013,155000,AZN,"['Abşeron r.', 'Novxanı q.']",Torpaq,,16 sot,,var,var,,,
261,5225411,850,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,5 / 16,80 m²,2.0,,,var,,
262,4666218,1150000,AZN,"['ASAN Xidmət №2', 'Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,12 / 21,266 m²,4.0,var,,var,,
263,5207342,135000,AZN,"['Zərifə Əliyeva adına park', 'Nəsimi m.', 'Binəqədi r.', '9-cu mikrorayon q.']",Köhnə tikili,9 / 9,70 m²,2.0,var,var,var,,
264,4307123,600,AZN,"['Neftçilər m.', 'Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",Köhnə tikili,3 / 5,55 m²,2.0,,,,,
265,5234930,150000,AZN,"['Memar Əcəmi m.', '20 Yanvar m.', 'Nəsimi r.', '3-cü mikrorayon q.']",Köhnə tikili,4 / 5,55 m²,3.0,var,,var,,
266,5102140,232000,AZN,"['Neftçilər m.', 'Nizami r.']",Yeni tikili,8 / 14,130 m²,3.0,var,var,yoxdur,,
267,5196897,109500,AZN,"['Suraxanı r.', 'Yeni Günəşli q.']",Köhnə tikili,3 / 9,55 m²,2.0,var,var,var,,
268,5225751,800,AZN,"['Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,5 / 18,110 m²,2.0,,,var,,
269,5026147,720000,AZN,"['Sabunçu r.', 'Bakıxanov q.']",Həyət evi/Bağ evi,,490 m²,5.0,var,,var,9.5 sot,
270,5195649,1200,AZN,"['ASAN Xidmət №1', 'Tibb Universiteti', '8 Noyabr m.', 'Nəsimi r.']",Yeni tikili,12 / 18,105 m²,2.0,,,var,,
271,5238028,143000,AZN,"['Xətai r.', 'Köhnə Günəşli q.']",Köhnə tikili,1 / 9,80 m²,3.0,var,,var,,
272,5211997,695000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,400 m²,6.0,var,var,var,7 sot,
273,5165278,830000,AZN,"['Nizami m.', 'Beşmərtəbə', 'Yasamal r.']",Yeni tikili,14 / 17,250 m²,5.0,var,,yoxdur,,
274,4831149,1200000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,500 m²,7.0,var,,var,14 sot,
275,5155432,289000,AZN,"['Dərnəgül m.', 'Binəqədi r.']",Yeni tikili,7 / 18,155 m²,4.0,var,var,var,,
276,5237704,133000,AZN,"['Abşeron r.', 'Novxanı q.']",Həyət evi/Bağ evi,,120 m²,3.0,var,var,var,11 sot,
277,5236424,122000,AZN,"['ASAN Xidmət №3', 'Yasamal bazarı', 'Elmlər Akademiyası m.', 'Yasamal r.']",Yeni tikili,6 / 9,44 m²,1.0,var,var,var,,
278,5234704,280000,AZN,"['ASAN Xidmət №1', 'Tibb Universiteti', 'Nəsimi bazarı', 'Nəsimi r.']",Yeni tikili,5 / 20,90 m²,3.0,var,var,var,,
279,5236518,455000,AZN,"['Xətai r.', 'Ağ şəhər q.']",Yeni tikili,2 / 7,101 m²,3.0,yoxdur,,var,,
280,4991379,348384,AZN,"['Şərq bazarı', '28 May m.', 'Nərimanov r.']",Yeni tikili,12 / 16,108.9 m²,3.0,yoxdur,,,,
281,5236598,60000,AZN,"['Abşeron r.', 'Masazır q.']",Yeni tikili,6 / 8,38 m²,2.0,yoxdur,,var,,
282,5236388,72000,AZN,[],Yeni tikili,12 / 18,50 m²,2.0,yoxdur,,var,,
283,5235989,322000,AZN,"['20 Yanvar m.', 'Memar Əcəmi m.', 'Nəsimi r.']",Yeni tikili,4 / 16,140 m²,3.0,var,var,var,,
284,4826068,440000,AZN,"['Sabunçu r.', 'Nardaran q.', 'Sea Breeze']",Torpaq,,18 sot,,var,,,,
285,5163881,395000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,220 m²,5.0,var,,var,4.5 sot,
286,5162814,319000,AZN,"['Space TV', 'Texniki Universiteti', 'Memarlıq və İnşaat Universiteti', 'Elmlər Akademiyası m.', 'Yasamal r.', 'Yasamal q.']",Köhnə tikili,2 / 5,110 m²,3.0,var,,var,,
287,5236937,125000,AZN,"['Suraxanı r.', 'Zığ q.']",Yeni tikili,4 / 5,100 m²,4.0,var,,var,,
288,5156697,180000,AZN,"['Qara Qarayev m.', 'Neftçilər m.', 'Nizami r.']",Yeni tikili,2 / 17,70 m²,2.0,yoxdur,,var,,
289,5234892,89000,AZN,"['Abşeron r.', 'Novxanı q.']",Həyət evi/Bağ evi,,224 m²,6.0,var,var,yoxdur,6.5 sot,
290,5184311,87400,AZN,[],Yeni tikili,11 / 16,92 m²,2.0,yoxdur,,yoxdur,,
291,5232175,239000,AZN,"['Gənclik m.', 'Respublika stadionu', 'Nərimanov r.']",Yeni tikili,5 / 10,75 m²,3.0,var,var,var,,
292,4600646,350000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Torpaq,,20 sot,,var,,,,
293,5233021,115000,AZN,"['Həzi Aslanov m.', 'Xətai r.', 'Həzi Aslanov q.']",Köhnə tikili,5 / 9,48 m²,2.0,var,var,var,,
294,5032853,250000,AZN,"['Koroğlu m.', 'Nərimanov r.']",Yeni tikili,7 / 16,107 m²,3.0,yoxdur,,yoxdur,,
295,5062234,220000,AZN,"['İnşaatçılar m.', 'Yasamal r.']",Yeni tikili,3 / 16,80 m²,2.0,var,var,var,,
296,5216672,125000,AZN,[],Həyət evi/Bağ evi,,100 m²,4.0,var,,var,12 sot,
297,5174230,150000,AZN,"['Həzi Aslanov m.', 'Xətai r.']",Köhnə tikili,5 / 9,60 m²,2.0,var,,var,,
298,4520228,600000,AZN,"['Bayıl parkı', 'Səbail r.', 'Bayıl q.']",Yeni tikili,11 / 17,165 m²,4.0,yoxdur,,var,,
299,5038649,298000,AZN,"['Sea Breeze', 'Sabunçu r.', 'Nardaran q.']",Yeni tikili,3 / 4,54 m²,1.0,yoxdur,,var,,
300,5203387,1800,AZN,"['Abşeron r.', 'Mehdiabad q.']",Obyekt,,350 m²,,,,var,,
301,5212666,65000,AZN,"['Sabunçu r.', 'Kürdəxanı q.']",Həyət evi/Bağ evi,,220 m²,5.0,yoxdur,,yoxdur,2.8 sot,
302,5190704,400000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,12 / 16,165 m²,3.0,var,var,var,,
303,5232161,130000,AZN,"['Abşeron r.', 'Novxanı q.']",Həyət evi/Bağ evi,,92 m²,3.0,var,var,var,3.2 sot,
304,5219595,152000,AZN,"['Həzi Aslanov m.', 'Xətai r.', 'Həzi Aslanov q.']",Yeni tikili,16 / 17,68 m²,2.0,var,var,var,,
305,4848428,227000,AZN,"['8 Noyabr m.', 'Bakı Asiya Universiteti', 'Nəsimi r.']",Yeni tikili,13 / 18,101 m²,3.0,var,var,var,,
306,5237449,129000,AZN,"['Binəqədi r.', 'Biləcəri q.']",Yeni tikili,9 / 14,72.2 m²,2.0,yoxdur,,yoxdur,,
307,5116113,254270,AZN,"['ASAN Xidmət №5', 'Koroğlu m.', 'Nizami r.']",Yeni tikili,5 / 16,108.2 m²,2.0,var,,yoxdur,,
308,5225467,125000,AZN,"['Neapol dairəsi', 'Əhmədli m.', 'Xətai r.', 'Əhmədli q.']",Yeni tikili,7 / 11,56 m²,3.0,var,var,var,,
309,5156315,349000,AZN,"['Port Baku', 'Səməd Vurğun parkı', '28 May m.', 'Nəsimi r.']",Yeni tikili,3 / 16,111 m²,3.0,var,var,var,,
310,4502351,291924,AZN,"['Sabunçu r.', 'Nardaran q.']",Yeni tikili,2 / 7,64.8 m²,1.0,yoxdur,var,var,,
311,5065298,269000,AZN,"['Abşeron r.', 'Novxanı q.']",Həyət evi/Bağ evi,,220 m²,6.0,var,var,var,20 sot,
312,4823057,275000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,155 m²,4.0,var,var,var,5 sot,
313,5235510,268000,AZN,"['Nəriman Nərimanov m.', 'Bakmil m.', 'Nərimanov r.']",Yeni tikili,17 / 17,165 m²,4.0,yoxdur,,yoxdur,,
314,5204335,155000,AZN,"['İncəsənət və Mədəniyyət Un.', 'Mərkəzi Park', 'Dövlət Statistika Komitəsi', 'Elmlər Akademiyası m.', 'Nizami m.', 'Yasamal r.', 'Yasamal q.']",Köhnə tikili,3 / 5,48 m²,2.0,var,,var,,
315,5222088,999,AZN,"['Qara Qarayev m.', 'Nizami r.']",Yeni tikili,6 / 18,120 m²,3.0,,,var,,
316,5182405,1399000,AZN,"['Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,10 / 18,420 m²,6.0,var,,var,,
317,5225935,170000,AZN,"['20 Yanvar m.', 'Nəsimi r.']",Yeni tikili,7 / 20,50 m²,2.0,var,var,var,,
318,4735131,460000,AZN,"['Nəriman Nərimanov parkı', 'Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,9 / 16,137 m²,3.0,yoxdur,,var,,
319,5234180,500,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,10 / 12,62 m²,2.0,,,var,,
320,5234236,96000,AZN,"['Sabunçu r.', 'Bakıxanov q.']",Köhnə tikili,1 / 1,56 m²,3.0,var,,var,,
321,5152824,1000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,4 / 18,70 m²,2.0,,,var,,
322,5010438,646000,AZN,"['İçəri Şəhər m.', 'Filarmoniya bağı', 'Dövlət İdarəçilik Akademiyası', 'İqtisad Universiteti', 'Prezident parkı', 'Axundov bağı', 'İçəri Şəhər', 'M.Ə.Sabir parkı', 'Azneft meydanı', 'Şəlalə parkı', 'Səbail r.']",Yeni tikili,11 / 14,210 m²,5.0,var,,var,,
323,4930707,599500,AZN,"['Dövlət Statistika Komitəsi', 'Mərkəzi Park', 'İncəsənət və Mədəniyyət Un.', 'Nizami m.', 'Yasamal r.']",Obyekt,,100 m²,,var,var,var,,
324,4267243,357000,AZN,"['Sabunçu r.', 'Albalılıq q.']",Həyət evi/Bağ evi,,210 m²,5.0,var,,var,12 sot,
325,4979953,4600000,AZN,"['Ağ şəhər', 'ASAN Xidmət №2', 'Xətai r.', 'Ağ şəhər q.']",Obyekt,,738 m²,,yoxdur,,var,,
326,5230652,151000,AZN,"['Suraxanı r.', 'Yeni Günəşli q.']",Köhnə tikili,3 / 9,74 m²,4.0,var,,var,,
327,5154970,390000,AZN,"['Binəqədi r.', 'M.Ə.Rəsulzadə q.']",Həyət evi/Bağ evi,,450 m²,8.0,var,var,var,8.5 sot,
328,4684240,550000,AZN,"['Sabunçu r.', 'Bilgəh q.']",Torpaq,,30 sot,,var,,,,
329,5138266,315000,AZN,"['Səbail r.', 'Badamdar q.']",Obyekt,,318 m²,,var,var,var,,
330,5140548,660000,AZN,"['ASAN Xidmət №2', 'Ağ şəhər', 'Şah İsmayıl Xətai m.', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,6 / 7,140 m²,3.0,var,var,var,,
331,4937642,12000,AZN,"['Zabitlər parkı', 'Nizami m.', 'Sirk', 'Nəsimi r.', 'Kubinka q.']",Ofis,,500 m²,17.0,,,var,,Biznes mərkəzi
332,4944799,500000,AZN,"['Sirk', 'Zabitlər parkı', 'Azərbaycan Dillər Universiteti', 'Bakı Slavyan Universiteti', 'Nizami m.', '28 May m.', 'Nəsimi r.']",Yeni tikili,10 / 18,150 m²,3.0,var,var,var,,
333,5234622,145000,AZN,"['9-cu mikrorayon q.', 'Binəqədi r.']",Obyekt,,53 m²,,var,,var,,
334,5237909,199900,AZN,"['Texniki Universiteti', 'Hüseyn Cavid parkı', 'Memarlıq və İnşaat Universiteti', 'Space TV', 'Elmlər Akademiyası m.', 'Yasamal r.']",Köhnə tikili,4 / 4,62 m²,2.0,var,,var,,
335,5185447,5000,AZN,"['Beşmərtəbə', 'Nizami m.', 'Yasamal r.', 'Yasamal q.']",Ofis,,320 m²,11.0,,,var,,Ev / Mənzil
336,5181477,116000,AZN,"['Memar Əcəmi m.', '20 Yanvar m.', 'Nəsimi r.']",Köhnə tikili,1 / 5,40 m²,2.0,var,,var,,
337,5194272,595000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,230 m²,5.0,var,var,var,7 sot,
338,5220183,185000,AZN,"['Gənclik m.', 'Respublika stadionu', 'Nərimanov r.']",Köhnə tikili,2 / 4,54 m²,3.0,var,,var,,
339,5200157,485000,AZN,"['Neftçi bazası', 'ASAN Xidmət №1', 'Nərimanov r.']",Yeni tikili,12 / 18,130 m²,3.0,var,var,var,,
340,5238101,65000,AZN,"['Binəqədi r.', 'Binəqədi q.']",Həyət evi/Bağ evi,,80 m²,3.0,yoxdur,,var,1.5 sot,
341,4503554,150,AZN,"['Sabunçu r.', 'Nardaran q.']",Həyət evi/Bağ evi,,140 m²,4.0,,,var,100 sot,
342,5204211,7000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,200 m²,4.0,,,var,25 sot,
343,4891161,370000,AZN,"['Şərq bazarı', '28 May m.', 'Nərimanov r.']",Yeni tikili,4 / 16,110 m²,3.0,var,,var,,
344,5232677,1700,AZN,"['Bakı Slavyan Universiteti', '28 May m.', 'Azərbaycan Dillər Universiteti', 'Azərbaycan Dövlət Neft və Sənaye Universiteti', 'Nəsimi r.']",Yeni tikili,10 / 14,80 m²,2.0,,,var,,
345,5189041,310000,AZN,"['Port Baku', 'Crescent Bay', 'Səməd Vurğun parkı', '28 May m.', 'Nəsimi r.']",Yeni tikili,5 / 18,130 m²,2.0,var,var,var,,
346,4860575,400000,AZN,"['Hüseyn Cavid parkı', 'Texniki Universiteti', 'Sovetski', 'Nərimanov heykəli', 'Elmlər Akademiyası m.', 'Yasamal q.', 'Yasamal r.']",Yeni tikili,6 / 16,100 m²,3.0,var,var,var,,
347,4928068,2500,AZN,"['İnşaatçılar m.', 'Yasamal r.']",Ofis,,200 m²,6.0,,,var,,Ev / Mənzil
348,5234929,500,AZN,"['Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,3 / 17,52 m²,2.0,,,var,,
349,5237118,950,AZN,"['ASAN Xidmət №1', 'Tibb Universiteti', 'Nəsimi r.']",Yeni tikili,12 / 18,65 m²,2.0,,,var,,
350,5234164,125000,AZN,"['Memar Əcəmi m.', 'Nəsimi r.', '4-cü mikrorayon q.']",Köhnə tikili,1 / 5,50 m²,2.0,var,,var,,
351,5194335,110000,AZN,"['Sabunçu r.', 'Nardaran q.']",Torpaq,,5 sot,,var,,,,
352,5238122,165000,AZN,"['Həzi Aslanov m.', 'Xətai r.']",Yeni tikili,11 / 19,71 m²,3.0,var,,var,,
353,5235927,650,AZN,"['ASAN Xidmət №3', 'Yasamal bazarı', 'Elmlər Akademiyası m.', 'Yasamal r.']",Köhnə tikili,3 / 5,60 m²,2.0,,,var,,
354,5195700,87000,AZN,"['Abşeron r.', 'Masazır q.']",Yeni tikili,4 / 6,76 m²,2.0,var,,var,,
355,5212326,1500,AZN,"['DİM', 'Gənclik m.', 'Xətai r.']",Yeni tikili,7 / 14,80 m²,2.0,,,var,,
356,4593538,5500000,AZN,"['ASAN Xidmət №1', 'Neftçi bazası', 'Nərimanov r.']",Obyekt,,1800 m²,,var,var,var,,
357,4384648,1500000,AZN,"['Xəzər r.', 'Şüvəlan q.']",Həyət evi/Bağ evi,,450 m²,5.0,var,var,var,18 sot,
358,5222792,270000,AZN,"['Xəzər r.', 'Şüvəlan q.']",Həyət evi/Bağ evi,,170 m²,4.0,var,,var,4 sot,
359,5182116,2500000,AZN,"['Abşeron r.', 'Novxanı q.']",Obyekt,,550 m²,,var,,var,,
360,5218627,670000,AZN,"['Neftçilər m.', 'Nizami r.', '8-ci kilometr q.']",Obyekt,,200 m²,,var,,var,,
