,item_id,amount,currency,location,Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,İpoteka,Təmir,Torpaq sahəsi,Binanın növü
4885,5234522,1500,AZN,"['Bakı Asiya Universiteti', 'Grand Hayat Residence', '8 Noyabr m.', '20 Yanvar m.', 'Nəsimi r.']",Yeni tikili,7 / 15,125 m²,3.0,,,var,,
4886,5235036,1500,AZN,"['Nəsimi bazarı', 'Park Zorge', 'Koala parkı', 'Nəsimi r.']",Yeni tikili,7 / 17,120 m²,3.0,,,var,,
4887,5234156,400000,AZN,"['Sabunçu r.', 'Pirşağı q.']",Həyət evi/Bağ evi,,360 m²,6.0,var,var,var,15.7 sot,
4888,4921936,235000,AZN,"['Suraxanı r.', 'Qaraçuxur q.']",Yeni tikili,12 / 14,117 m²,3.0,var,,var,,
4889,5128596,275000,AZN,"['Təhsil Nazirliyi', 'Nərimanov r.']",Yeni tikili,12 / 17,80 m²,2.0,yoxdur,,var,,
4890,4945899,1750000,AZN,"['Sabunçu r.', 'Bilgəh q.']",Həyət evi/Bağ evi,,300 m²,5.0,var,var,var,11 sot,
4891,5217238,590000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,12 / 24,226 m²,4.0,var,var,var,,
4892,5055045,166000,AZN,"['ASAN Xidmət №3', 'Yasamal bazarı', 'Elmlər Akademiyası m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,8 / 20,79 m²,2.0,var,var,var,,
4893,5236273,850,AZN,"['Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,8 / 16,85 m²,2.0,,,var,,
4894,5237311,399,AZN,"['Abşeron r.', 'Masazır q.']",Yeni tikili,3 / 6,50 m²,2.0,,,var,,
4895,4816432,490000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,19 / 20,161 m²,4.0,var,var,var,,
4896,5203840,78000,AZN,"['Suraxanı r.', 'Hövsan q.']",Yeni tikili,6 / 9,44 m²,1.0,var,,var,,
4897,5236426,285000,AZN,[],Həyət evi/Bağ evi,,120 m²,3.0,var,,var,3 sot,
4898,5237336,700,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,11 / 11,115 m²,3.0,,,var,,
4899,5234884,270000,AZN,"['1-ci mikrorayon q.', 'Nəsimi r.']",Yeni tikili,4 / 21,137 m²,3.0,yoxdur,,var,,
4900,5166008,3500,AZN,"['Elmlər Akademiyası m.', 'Hüseyn Cavid parkı', 'Texniki Universiteti', 'Yasamal r.']",Ofis,,200 m²,5.0,,,var,,Ev / Mənzil
4901,5071239,650000,AZN,"['Səməd Vurğun parkı', '28 May m.', 'Azərbaycan Dövlət Neft və Sənaye Universiteti', 'Sahil m.', 'Nəsimi r.']",Yeni tikili,9 / 22,167 m²,4.0,var,,var,,
4902,4976998,350,AZN,"['Memar Əcəmi m.', 'Nəsimi r.']",Obyekt,,26 m²,,,,var,,
4903,5236566,132000,AZN,"['Neftçilər m.', 'Nizami r.']",Köhnə tikili,3 / 5,50 m²,2.0,var,,var,,
4904,5230165,500,AZN,"['Əhmədli m.', 'Xətai r.']",Köhnə tikili,5 / 9,60 m²,2.0,,,var,,
4905,5236054,389000,AZN,"['Nəriman Nərimanov parkı', 'Rəssamlıq Akademiyası', 'Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,12 / 17,136.4 m²,3.0,yoxdur,,yoxdur,,
4906,5172160,125000,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Köhnə tikili,8 / 9,48 m²,2.0,var,var,var,,
4907,4973430,25000,AZN,"['Xəzər r.', 'Şüvəlan q.']",Həyət evi/Bağ evi,,450 m²,4.0,,,var,18 sot,
4908,5203068,132000,AZN,[],Yeni tikili,7 / 12,84 m²,3.0,var,var,var,,
4909,4710086,1200000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,500 m²,6.0,var,,var,14 sot,
4910,5236349,84150,AZN,[],Yeni tikili,14 / 15,99 m²,2.0,yoxdur,,yoxdur,,
4911,5212622,150000,AZN,[],Həyət evi/Bağ evi,,140 m²,5.0,var,,var,5.8 sot,
4912,5093364,385000,AZN,"['Nəriman Nərimanov parkı', 'Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,14 / 14,120 m²,3.0,var,,var,,
4913,5237196,142000,AZN,"['Memar Əcəmi m.', 'Nəsimi r.', '4-cü mikrorayon q.']",Köhnə tikili,2 / 5,55 m²,2.0,var,,var,,
4914,4837109,1600,AZN,"['Neftçilər m.', 'Qara Qarayev m.', 'Nizami r.']",Obyekt,,80 m²,,,,yoxdur,,
4915,5046297,175000,AZN,['Xətai r.'],Köhnə tikili,9 / 9,90 m²,3.0,var,var,var,,
4916,5133788,115000,AZN,['Xətai r.'],Köhnə tikili,3 / 9,65 m²,2.0,var,,yoxdur,,
4917,5227319,270000,AZN,"['Neapol dairəsi', 'Əhmədli m.', 'Xətai r.', 'Əhmədli q.']",Yeni tikili,13 / 17,136 m²,3.0,var,,var,,
4918,5193995,345000,AZN,"['ASAN Xidmət №1', 'Neftçi bazası', 'Tibb Universiteti', 'Nərimanov r.']",Yeni tikili,16 / 17,124 m²,3.0,var,var,var,,
4919,5153065,5000,AZN,"['Sabunçu r.', 'Nardaran q.']",Həyət evi/Bağ evi,,300 m²,5.0,,,var,12 sot,
4920,5237317,10000,AZN,"['Neapol dairəsi', 'Əhmədli m.', 'Xətai r.', 'Əhmədli q.']",Obyekt,,600 m²,,,,var,,
4921,5135214,255000,AZN,"['Zərifə Əliyeva adına park', 'Memar Əcəmi m.', 'Nəsimi m.', 'Nəsimi r.']",Yeni tikili,15 / 16,145 m²,3.0,var,,var,,
4922,5204648,800,AZN,"['Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,12 / 19,91 m²,2.0,,,var,,
4923,5225260,73000,AZN,[],Yeni tikili,5 / 11,45 m²,2.0,var,,var,,
4924,5166149,180000,AZN,"['ASAN Xidmət №5', 'Koroğlu m.', 'Nizami r.']",Yeni tikili,3 / 16,71.5 m²,2.0,var,,yoxdur,,
4925,5105488,264000,AZN,"['Ağ şəhər', 'ASAN Xidmət №2', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,6 / 7,132 m²,4.0,yoxdur,var,yoxdur,,
4926,5220637,297500,AZN,"['Sea Breeze', 'Sabunçu r.', 'Nardaran q.']",Yeni tikili,2 / 7,52 m²,1.0,yoxdur,,var,,
4927,5119012,195000,AZN,"['Dostluq kinoteatrı', 'Azərbaycan Dillər Universiteti', 'Bakı Slavyan Universiteti', 'Koala parkı', '28 May m.', 'Nəsimi r.']",Yeni tikili,3 / 17,73 m²,1.0,yoxdur,,yoxdur,,
4928,5065032,345000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,180 m²,4.0,var,,var,4 sot,
4929,5152640,149000,AZN,"['Xətai r.', 'Həzi Aslanov q.']",Yeni tikili,15 / 17,80 m²,2.0,var,,var,,
4930,5093311,112000,AZN,"['Azadlıq Prospekti m.', 'Binəqədi r.', '8-ci mikrorayon q.']",Köhnə tikili,9 / 9,40 m²,1.0,var,,yoxdur,,
4931,5146889,500000,AZN,"['Nərimanov heykəli', 'Texniki Universiteti', 'Sovetski', 'Space TV', 'Hüseyn Cavid parkı', 'Elmlər Akademiyası m.', 'Yasamal r.']",Yeni tikili,12 / 20,185 m²,4.0,var,var,yoxdur,,
4932,5235094,2400,AZN,"['Axundov bağı', 'İqtisad Universiteti', 'Dövlət İdarəçilik Akademiyası', 'İçəri Şəhər m.', 'Prezident parkı', 'Sovetski', 'Nərimanov heykəli', 'Filarmoniya bağı', 'M.Ə.Sabir parkı', 'Səbail r.']",Yeni tikili,9 / 12,230 m²,6.0,,,var,,
4933,5086010,258000,AZN,['Abşeron r.'],Həyət evi/Bağ evi,,160 m²,5.0,var,,var,3 sot,
4934,5198858,650000,AZN,"['Gənclik m.', 'Nərimanov r.']",Yeni tikili,4 / 8,264 m²,4.0,var,var,var,,
4935,5226898,135000,AZN,"['Abşeron r.', 'Məmmədli q.']",Həyət evi/Bağ evi,,120 m²,3.0,var,,var,3 sot,
4936,5207123,141500,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Köhnə tikili,4 / 9,60 m²,2.0,var,var,var,,
4937,5234686,149000,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,19 / 20,60 m²,2.0,var,,var,,
4938,5186841,204000,AZN,"['Bakı Slavyan Universiteti', '28 May m.', 'Azərbaycan Dövlət Neft və Sənaye Universiteti', 'Azərbaycan Dillər Universiteti', 'Bakı Musiqi Akademiyası', 'Nəsimi r.']",Yeni tikili,4 / 15,65 m²,2.0,yoxdur,,var,,
4939,4701890,183500,AZN,"['Azadlıq Prospekti m.', 'Dərnəgül m.', 'Binəqədi r.', '8-ci mikrorayon q.']",Yeni tikili,8 / 19,77 m²,3.0,var,var,var,,
4940,5155255,4000,AZN,"['Sabunçu r.', 'Bilgəh q.']",Həyət evi/Bağ evi,,200 m²,4.0,,,var,8 sot,
4941,3872877,430000,AZN,"['Sabunçu r.', 'Bakıxanov q.']",Həyət evi/Bağ evi,,300 m²,6.0,var,,yoxdur,9 sot,
4942,5022403,279000,AZN,"['Şərq bazarı', 'Nərimanov r.']",Yeni tikili,12 / 17,80 m²,2.0,var,var,var,,
4943,5187076,98000,AZN,"['Suraxanı r.', 'Zığ q.']",Yeni tikili,6 / 11,56 m²,3.0,yoxdur,,var,,
4944,5142748,27000,AZN,"['Xəzər r.', 'Qala q.']",Torpaq,,4.5 sot,,var,,,,
4945,5209952,330,AZN,"['Bakı Slavyan Universiteti', '28 May m.', 'Azərbaycan Dillər Universiteti', 'Azərbaycan Dövlət Neft və Sənaye Universiteti', 'Nəsimi r.']",Köhnə tikili,1 / 1,55 m²,1.0,,,var,,
4946,4844105,1500000,AZN,"['Bayıl parkı', 'Səbail r.', 'Bayıl q.']",Yeni tikili,12 / 15,441 m²,7.0,yoxdur,,yoxdur,,
4947,4999301,210000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,8 / 16,60 m²,2.0,var,var,var,,
4948,3864489,329900,AZN,"['Bakı Slavyan Universiteti', 'Azərbaycan Dillər Universiteti', '28 May m.', 'Azərbaycan Dövlət Neft və Sənaye Universiteti', 'Nəsimi r.']",Yeni tikili,11 / 18,110 m²,3.0,var,var,var,,
4949,5234525,135000,AZN,"['Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,7 / 19,54 m²,3.0,var,,var,,
4950,5228791,1200000,AZN,"['Abşeron r.', 'Novxanı q.']",Həyət evi/Bağ evi,,550 m²,6.0,var,,var,14 sot,
4951,5075036,3000,AZN,"['Səbail r.', 'Badamdar q.']",Həyət evi/Bağ evi,,270 m²,6.0,,,var,5 sot,
4952,5201321,1000,AZN,"['Grand Hayat Residence', 'Nəsimi r.']",Yeni tikili,7 / 12,114 m²,2.0,,,var,,
4953,5195996,1050,AZN,"['ASAN Xidmət №2', 'Şah İsmayıl Xətai m.', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,9 / 17,110 m²,3.0,,,var,,
4954,5214813,139900,AZN,"['Memar Əcəmi m.', 'Nəsimi r.']",Köhnə tikili,4 / 5,60 m²,3.0,yoxdur,,var,,
4955,5114854,185000,AZN,"['Qara Qarayev m.', 'Neftçilər m.', 'Nizami r.']",Yeni tikili,10 / 14,85 m²,2.0,yoxdur,,yoxdur,,
4956,4988576,233000,AZN,"['Səbail r.', 'Badamdar q.']",Yeni tikili,14 / 16,105 m²,3.0,var,var,var,,
4957,5225945,1600,AZN,"['Azadlıq Prospekti m.', 'Binəqədi r.', '8-ci mikrorayon q.']",Ofis,,170 m²,5.0,,,var,,Ev / Mənzil
4958,5076151,230000,AZN,"['20 Yanvar m.', 'Yasamal r.']",Yeni tikili,17 / 19,105 m²,3.0,var,var,var,,
4959,5145855,92000,AZN,"['Memar Əcəmi m.', 'Nəsimi r.']",Köhnə tikili,5 / 5,28.5 m²,1.0,var,,var,,
4960,4849569,400000,AZN,"['İnşaatçılar m.', 'Yasamal r.']",Obyekt,,198 m²,,var,,var,,
4961,5154699,375000,AZN,"['Mərkəzi Nəbatat bağı', 'Səbail r.', 'Badamdar q.']",Yeni tikili,4 / 18,196 m²,4.0,var,var,var,,
4962,5107123,150,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,250 m²,5.0,,,,9 sot,
4963,4455754,228000,AZN,"['Sabunçu r.', 'Bakıxanov q.']",Həyət evi/Bağ evi,,240 m²,7.0,var,,var,4 sot,
4964,5133963,6000,AZN,"['Ağ şəhər', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,3 / 7,232 m²,4.0,,,var,,
4965,4884851,112500,AZN,"['Sabunçu r.', 'Albalılıq q.']",Torpaq,,7.5 sot,,var,,,,
4966,5214594,182000,AZN,"['20 Yanvar m.', 'Yasamal r.']",Yeni tikili,3 / 10,83 m²,3.0,yoxdur,,var,,
4967,5229568,490000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,280 m²,4.0,var,var,var,5 sot,
4968,5071774,82000,AZN,"['Abşeron r.', 'Masazır q.']",Yeni tikili,2 / 6,60 m²,2.0,var,,var,,
4969,4862131,130000,AZN,"['Abşeron r.', 'Məmmədli q.']",Yeni tikili,6 / 10,86 m²,3.0,var,,var,,
4970,5237319,1200,AZN,"['Nəriman Nərimanov m.', 'Nəriman Nərimanov parkı', 'Nərimanov r.']",Obyekt,,60 m²,,,,var,,
4971,5235666,700,AZN,"['Memar Əcəmi m.', '8 Noyabr m.', 'Yasamal r.']",Yeni tikili,12 / 20,45 m²,2.0,,,var,,
4972,5222296,750,AZN,"['Space TV', 'Nərimanov heykəli', 'Texniki Universiteti', 'Sovetski', 'Elmlər Akademiyası m.', 'Yasamal r.']",Yeni tikili,8 / 17,102 m²,2.0,,,var,,
4973,5238110,750,AZN,"['Təhsil Nazirliyi', 'Nərimanov r.']",Yeni tikili,8 / 14,80 m²,2.0,,,var,,
4974,5160009,275000,AZN,"['Binəqədi r.', 'Binəqədi q.']",Torpaq,,4.5 sot,,yoxdur,,,,
4975,5208342,750,AZN,['Xətai r.'],Yeni tikili,9 / 19,82 m²,2.0,,,var,,
4976,5235074,250,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,550 m²,6.0,,,var,40 sot,
4977,5158125,277400,AZN,"['Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,9 / 19,129 m²,3.0,var,var,var,,
4978,4979407,600,AZN,"['Neftçilər m.', 'Nizami r.']",Yeni tikili,14 / 17,63 m²,2.0,,,var,,
4979,5235283,175000,AZN,"['Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,8 / 12,70 m²,2.0,yoxdur,,yoxdur,,
4980,4940662,260000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,160 m²,4.0,var,var,var,4 sot,
4981,5080627,685000,AZN,"['Bakı Musiqi Akademiyası', 'Azərbaycan Dövlət Neft və Sənaye Universiteti', 'Bakı Slavyan Universiteti', 'Milli Konservatoriya', 'Azərbaycan Dillər Universiteti', '28 May m.', 'Qış parkı', 'Sahil m.', 'Nəsimi r.']",Yeni tikili,5 / 14,250 m²,4.0,var,var,var,,
4982,5237137,9000,AZN,"['Səbail r.', 'Şıxov q.']",Torpaq,,12 sot,,yoxdur,,,,
4983,5125347,245000,AZN,"['Tibb Universiteti', 'ASAN Xidmət №1', 'Nəsimi r.']",Köhnə tikili,5 / 5,100 m²,3.0,var,,var,,
4984,5177981,590000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,265 m²,5.0,var,var,var,6 sot,
4985,5190009,650,AZN,"['Nizami r.', '8-ci kilometr q.', 'Neftçilər m.']",Köhnə tikili,8 / 9,65 m²,2.0,,,var,,
4986,5075332,178500,AZN,"['20 Yanvar m.', 'Yasamal r.']",Köhnə tikili,2 / 5,70 m²,3.0,var,,var,,
4987,5235375,231000,AZN,"['Koroğlu m.', 'Nizami r.']",Yeni tikili,14 / 16,66 m²,2.0,yoxdur,,var,,
4988,5236877,200,AZN,[],Həyət evi/Bağ evi,,140 m²,3.0,,,var,3 sot,
4989,5096633,200000,AZN,"['Yasamal bazarı', 'İnşaatçılar m.', 'Yasamal r.']",Obyekt,,70 m²,,var,var,var,,
4990,5214211,255000,AZN,['Səbail r.'],Yeni tikili,6 / 16,116 m²,3.0,var,var,var,,
4991,5237655,445000,AZN,"['Nəsimi bazarı', 'Park Zorge', 'Koala parkı', 'Nəsimi r.']",Yeni tikili,11 / 16,127 m²,3.0,var,var,var,,
4992,5171316,129000,AZN,[],Yeni tikili,3 / 16,80 m²,3.0,var,,var,,
4993,5237693,900,AZN,"['ASAN Xidmət №3', 'Yasamal bazarı', 'Elmlər Akademiyası m.', 'Yasamal r.']",Yeni tikili,11 / 24,120 m²,3.0,,,var,,
4994,5236618,159900,AZN,"['Həzi Aslanov m.', 'Xətai r.']",Yeni tikili,4 / 17,88 m²,2.0,var,,var,,
4995,4790937,263000,AZN,"['Dərnəgül m.', 'Binəqədi r.']",Yeni tikili,8 / 10,146 m²,4.0,var,,yoxdur,,
4996,5135606,1300,AZN,"['Ağ şəhər', 'ASAN Xidmət №2', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,4 / 8,92 m²,2.0,,,var,,
4997,4823575,570000,AZN,"['Elmlər Akademiyası m.', 'Yasamal r.']",Yeni tikili,14 / 18,181 m²,4.0,var,var,yoxdur,,
4998,5156367,195000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,140 m²,4.0,var,var,var,3 sot,
4999,5126176,430000,AZN,"['Bakı Slavyan Universiteti', 'Azərbaycan Dillər Universiteti', '28 May m.', 'Nəsimi r.']",Yeni tikili,7 / 16,149 m²,4.0,var,var,yoxdur,,
5000,5226765,240000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,170 m²,4.0,var,var,var,4 sot,
5001,5237930,900,AZN,"['Ağ şəhər', 'Şah İsmayıl Xətai m.', 'Xətai r.', 'Ağ şəhər q.']",Köhnə tikili,6 / 7,70 m²,2.0,,,var,,
5002,5238044,125000,AZN,"['Axundov bağı', 'İqtisad Universiteti', 'M.Ə.Sabir parkı', 'Mərkəzi Univermaq', 'Dövlət İdarəçilik Akademiyası', 'Sovetski', 'İçəri Şəhər m.', 'Səbail r.']",Köhnə tikili,1 / 4,65 m²,2.0,var,,var,,
5003,5173012,259000,AZN,"['Dərnəgül m.', 'Binəqədi r.']",Yeni tikili,7 / 11,146 m²,4.0,var,var,yoxdur,,
5004,5237212,119000,AZN,"['Abşeron r.', 'Masazır q.']",Həyət evi/Bağ evi,,150 m²,4.0,var,,var,3 sot,
5005,5216595,189000,AZN,"['Şəhidlər xiyabanı', 'Dağüstü parkı', 'İçəri Şəhər m.', 'Nəsimi r.']",Yeni tikili,12 / 17,60.7 m²,2.0,var,var,var,,
5006,5209490,176000,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,6 / 12,85 m²,2.0,var,,var,,
5007,5235106,450,AZN,"['Azadlıq Prospekti m.', 'Binəqədi r.', '7-ci mikrorayon q.']",Köhnə tikili,5 / 5,55 m²,2.0,,,var,,
5008,5201891,235000,AZN,"['Gənclik m.', 'Respublika stadionu', 'Nərimanov r.']",Yeni tikili,6 / 12,80 m²,3.0,var,var,var,,
5009,5214990,370000,AZN,"['Badamdar q.', 'Səbail r.']",Yeni tikili,11 / 17,130 m²,3.0,var,var,yoxdur,,
5010,5218688,117000,AZN,"['Suraxanı r.', 'Zığ q.']",Yeni tikili,9 / 11,60 m²,2.0,yoxdur,,var,,
5011,5221642,320000,AZN,"['Xocəsən m.', 'Binəqədi r.', 'Sulutəpə q.']",Həyət evi/Bağ evi,,240 m²,7.0,var,,var,7 sot,
5012,5234134,365000,AZN,"['Rəssamlıq Akademiyası', 'Nəriman Nərimanov parkı', 'Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,10 / 11,165 m²,4.0,var,var,var,,
5013,5236874,370000,AZN,"['Neftçilər m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,15 / 17,182 m²,4.0,var,var,var,,
5014,5236821,36000,AZN,"['Səbail r.', '20-ci sahə q.']",Həyət evi/Bağ evi,,45 m²,2.0,yoxdur,,var,1 sot,
5015,4984795,335000,AZN,"['İnşaatçılar m.', 'Yasamal r.']",Yeni tikili,7 / 19,115 m²,3.0,var,var,var,,
5016,4109605,15000,AZN,"['Keşlə bazarı', 'Nizami r.']",Obyekt,,1200 m²,,,,var,,
5017,5223398,650,AZN,"['Həzi Aslanov m.', 'Xətai r.', 'Həzi Aslanov q.']",Yeni tikili,12 / 19,70 m²,2.0,,,var,,
5018,5234114,95000,AZN,"['Qaradağ r.', 'Müşfiqabad q.']",Həyət evi/Bağ evi,,240 m²,7.0,var,,var,6 sot,
5019,4988854,1250000,AZN,"['Neftçi bazası', 'Nərimanov r.']",Torpaq,,6.4 sot,,var,,,,
5020,5234667,1500,AZN,"['ASAN Xidmət №1', 'Tibb Universiteti', 'Nəsimi r.']",Yeni tikili,7 / 16,105 m²,3.0,,,var,,
5021,5235311,246000,AZN,"['Ayna Sultanova heykəli', 'Binəqədi r.', '8-ci mikrorayon q.']",Yeni tikili,8 / 17,155 m²,3.0,var,var,var,,
5022,5070218,2999,AZN,"['Ağ şəhər', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,3 / 5,144 m²,4.0,,,var,,
5023,5237173,500000,AZN,"['Səməd Vurğun parkı', '28 May m.', 'Nəsimi r.']",Yeni tikili,9 / 16,185.6 m²,4.0,var,,yoxdur,,
5024,5236351,185000,AZN,"['Gənclik m.', 'Respublika stadionu', 'Nərimanov r.']",Köhnə tikili,4 / 5,75 m²,3.0,var,,var,,
5025,5231851,125000,AZN,"['Həzi Aslanov m.', 'Xətai r.']",Köhnə tikili,7 / 9,60 m²,3.0,var,,var,,
5026,4565849,99000,AZN,"['Abşeron r.', 'Saray q.']",Həyət evi/Bağ evi,,240 m²,7.0,var,,var,14 sot,
5027,4999562,255000,AZN,"['Koala parkı', 'Dostluq kinoteatrı', 'Nəsimi bazarı', 'Zoopark', 'Park Zorge', 'Nəsimi r.', '28 May m.']",Yeni tikili,5 / 17,72 m²,2.0,var,,yoxdur,,
5028,4785321,200000,AZN,"['Dostluq kinoteatrı', 'Koala parkı', 'Zoopark', 'Nəsimi r.']",Köhnə tikili,2 / 5,44 m²,2.0,var,,var,,
5029,5148918,64500,AZN,[],Yeni tikili,12 / 17,84.7 m²,3.0,yoxdur,,yoxdur,,
5030,5236642,738000,AZN,"['Səbail r.', 'Bayıl q.']",Yeni tikili,10 / 16,164 m²,3.0,var,,yoxdur,,
5031,5208374,50,AZN,"['DİM', 'Neftçi bazası', 'ASAN Xidmət №1', 'Nərimanov r.']",Yeni tikili,9 / 16,40 m²,1.0,,,var,,
5032,5098278,135000,AZN,"['Həzi Aslanov m.', 'Xətai r.']",Köhnə tikili,2 / 9,60 m²,2.0,var,var,var,,
5033,5234936,185000,AZN,"['Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,7 / 17,70 m²,2.0,var,var,var,,
5034,5216866,153000,AZN,"['Nəsimi m.', 'Binəqədi r.', '9-cu mikrorayon q.']",Köhnə tikili,6 / 9,70 m²,2.0,var,var,var,,
5035,5195443,139000,AZN,"['Yasamal bazarı', 'ASAN Xidmət №3', 'Elmlər Akademiyası m.', 'Yasamal r.']",Köhnə tikili,5 / 5,60 m²,2.0,var,,var,,
5036,5174031,515000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,220 m²,5.0,var,var,var,7.2 sot,
5037,5157202,136000,AZN,"['20 Yanvar m.', 'Memar Əcəmi m.', 'Nəsimi r.', '1-ci mikrorayon q.']",Köhnə tikili,2 / 5,55 m²,2.0,var,,var,,
5038,5235800,700,AZN,['Yasamal r.'],Yeni tikili,6 / 15,90 m²,2.0,,,var,,
5039,5236875,58000,AZN,"['Sabunçu r.', 'Pirşağı q.']",Torpaq,,7 sot,,var,,,,
5040,5065090,15000,AZN,[],Torpaq,,16 sot,,var,,,,
5041,5052741,250000,AZN,"['Xəzər r.', 'Zirə q.']",Həyət evi/Bağ evi,,210 m²,6.0,yoxdur,,var,5.8 sot,
5042,5237178,255000,AZN,"['Xəzər r.', 'Şüvəlan q.']",Həyət evi/Bağ evi,,145 m²,4.0,var,,var,3.5 sot,
5043,4899772,1000,AZN,"['Axundov bağı', 'Dövlət İdarəçilik Akademiyası', 'İqtisad Universiteti', 'Prezident parkı', 'İçəri Şəhər m.', 'Nərimanov heykəli', 'Filarmoniya bağı', 'M.Ə.Sabir parkı', 'Səbail r.']",Obyekt,,150 m²,,,,var,,
5044,5227026,169000,AZN,"['Həzi Aslanov m.', 'Xətai r.']",Yeni tikili,8 / 12,90 m²,3.0,var,var,var,,
5045,5001809,240000,AZN,"['Sabunçu r.', 'Bakıxanov q.']",Yeni tikili,3 / 7,125 m²,3.0,var,var,var,,
5046,5236836,800,AZN,"['Azərbaycan Dövlət Neft və Sənaye Universiteti', '28 May m.', 'Səməd Vurğun parkı', 'Bakı Musiqi Akademiyası', 'Pedaqoji Universiteti', 'Milli Konservatoriya', 'Sahil m.', 'Nəsimi r.']",Yeni tikili,11 / 15,100 m²,3.0,,,var,,
5047,5235406,200000,AZN,"['Dövlət İdarəçilik Akademiyası', 'Prezident parkı', 'Axundov bağı', 'Filarmoniya bağı', 'İçəri Şəhər m.', 'İqtisad Universiteti', 'Şəlalə parkı', 'Nərimanov heykəli', 'Səbail r.']",Köhnə tikili,3 / 3,50 m²,2.0,var,,var,,
5048,5133709,5000,AZN,"['Sabunçu r.', 'Bilgəh q.']",Həyət evi/Bağ evi,,400 m²,6.0,,,var,25 sot,
5049,5226584,120500,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yasamal q.']",Köhnə tikili,5 / 5,50 m²,3.0,var,,var,,
5050,4852870,170000,AZN,"['Təhsil Nazirliyi', 'Nərimanov r.']",Yeni tikili,10 / 18,60 m²,2.0,yoxdur,,var,,
5051,5163532,230000,AZN,"['20 Yanvar m.', 'Yasamal r.']",Yeni tikili,2 / 20,81 m²,2.0,var,,var,,
5052,5229035,800,AZN,"['Nəsimi bazarı', 'Koala parkı', 'Nəsimi r.']",Köhnə tikili,1 / 5,70 m²,3.0,,,var,,
5053,5235976,280000,AZN,"['Tibb Universiteti', 'Nəsimi r.']",Köhnə tikili,7 / 9,85 m²,3.0,var,,var,,
5054,5218857,195000,AZN,[],Yeni tikili,2 / 10,99 m²,3.0,var,,var,,
5055,5181317,4000,AZN,"['Nizami kinoteatrı', 'Milli Konservatoriya', 'Qış parkı', 'Xaqani bağı', 'Sahil m.', 'Bakı Musiqi Akademiyası', 'Sahil bağı', '28 May m.', 'Nəsimi r.']",Obyekt,,80 m²,,,,var,,
5056,5171387,350000,AZN,"['Xəzər r.', 'Şağan q.']",Həyət evi/Bağ evi,,150 m²,4.0,var,var,var,3 sot,
5057,5237255,1300,AZN,"['Azərbaycan turizm institutu', 'Respublika stadionu', 'Nərimanov r.']",Yeni tikili,10 / 18,100.2 m²,2.0,,,var,,
5058,4476348,5000,AZN,"['Xəzər r.', 'Şüvəlan q.']",Həyət evi/Bağ evi,,270 m²,5.0,,,var,8 sot,
