Unnamed: 0,Item_id,Amount,Currency,Location,Category,Area,Number_of_rooms,Frontage,Mortgage,Condition,Land_area,Current_floor,Total_floors
278,5115982,1000,AZN,"['Neftçilər m.', 'Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,150 m²,3.0,0,0,1,0,18.0,19.0
280,4976123,177000,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,80 m²,3.0,1,0,1,0,3.0,12.0
281,5116432,56000,AZN,"['Abşeron r.', 'Masazır q.']",Yeni tikili,35 m²,2.0,1,0,1,0,1.0,6.0
282,4352116,1250000,AZN,"['Ağ şəhər', 'ASAN Xidmət №2', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,264.4 m²,4.0,0,0,0,0,16.0,20.0
284,5194100,400,AZN,[],Yeni tikili,65 m²,2.0,0,0,1,0,3.0,13.0
286,5115175,370000,AZN,"['İnşaatçılar m.', 'Yasamal r.']",Yeni tikili,160 m²,4.0,1,0,1,0,16.0,17.0
288,4241182,220000,AZN,"['Zabitlər parkı', 'Nizami m.', 'Sirk', 'Nəsimi r.', 'Kubinka q.']",Yeni tikili,112 m²,2.0,0,0,0,0,11.0,17.0
289,5138836,118500,AZN,"['Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,52 m²,2.0,0,0,1,0,18.0,19.0
291,4935499,140000,AZN,"['Nəsimi m.', 'Nəsimi r.']",Yeni tikili,50 m²,2.0,1,0,1,0,3.0,5.0
292,5173367,370000,AZN,"['ASAN Xidmət №5', 'Koroğlu m.', 'Nizami r.']",Yeni tikili,176.5 m²,4.0,0,0,0,0,14.0,16.0
298,3818913,418200,AZN,"['Nəsimi bazarı', 'Koala parkı', 'Park Zorge', 'Dostluq kinoteatrı', 'Nəsimi r.']",Yeni tikili,123 m²,3.0,1,1,0,0,15.0,16.0
300,4815600,70,AZN,"['28 May m.', 'Sahil m.', 'Nəsimi r.']",Yeni tikili,150 m²,3.0,0,0,1,0,10.0,18.0
301,5139318,325000,AZN,"['Memar Əcəmi m.', '8 Noyabr m.', 'Nəsimi r.', '3-cü mikrorayon q.']",Yeni tikili,135 m²,4.0,1,0,1,0,13.0,15.0
306,4975436,127900,AZN,['Abşeron r.'],Yeni tikili,98 m²,3.0,0,0,1,0,2.0,12.0
307,5185556,164000,AZN,"['Həzi Aslanov m.', 'Xətai r.']",Yeni tikili,80 m²,2.0,1,1,1,0,12.0,16.0
308,5192744,165000,AZN,"['Binəqədi r.', '8-ci mikrorayon q.']",Yeni tikili,68 m²,2.0,0,0,1,0,6.0,16.0
309,5186027,335000,AZN,"['20 Yanvar m.', 'İnşaatçılar m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,115 m²,3.0,1,1,1,0,8.0,20.0
313,5167632,535000,AZN,"['Park Zorge', 'Rusiya səfirliyi', 'Sevil Qazıyeva parkı', 'Koala parkı', 'Nəsimi r.']",Yeni tikili,189 m²,4.0,1,1,0,0,19.0,24.0
